link,Loại hình nhà ở,Số phòng ngủ,Hướng nhà,Giá(tỷ đồng),Giá/m²(triệu đồng),Diện tích,Vị trí,Ngày
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126204929.htm,Nhà biệt thự,6,Đông Nam,16.3,272.0,60.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126204922.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.5,188.0,40.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125239665.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,6.25,208.0,30.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126204783.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.9,146.0,47.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125962807.htm#px=SR-special_display_ad-[PO-1][PL-default],"Tập thể, cư xá",2,Chưa xác định,3.98,59.0,68.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125860810.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",10,Chưa xác định,35.5,309.0,115.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/126204730.htm,Chung cư,3,Chưa xác định,1.1,9.2,120.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126204707.htm,"Nhà ngõ, hẻm",4,Tây Bắc,13.9,232.0,60.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126204692.htm,"Nhà ngõ, hẻm",5,Chưa xác định,11.1,213.0,52.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/126163713.htm,Đất thổ cư,0,Chưa xác định,11.0,151.0,73.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126204644.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.55,216.0,35.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/125972787.htm,Đất thổ cư,0,Chưa xác định,7.5,150.0,50.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125737947.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.5,217.0,30.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126204547.htm,Chung cư,2,Chưa xác định,4.95,63.0,78.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/126204515.htm,Đất thổ cư,0,Chưa xác định,1.25,21.0,60.0,Sóc Sơn,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/123474428.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.3,146.0,50.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126204356.htm,"Nhà ngõ, hẻm",2,Chưa xác định,2.55,64.0,40.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/125469762.htm,Chung cư,2,Chưa xác định,3.98,53.0,75.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/125400352.htm,Chung cư,2,Chưa xác định,0.355,4.7,75.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/125265490.htm,Chung cư,3,Chưa xác định,3.8,41.0,93.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/125221057.htm,Chung cư,3,Chưa xác định,4.78,53.0,91.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/125219961.htm,Chung cư,2,Chưa xác định,3.45,51.0,68.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/123319321.htm,Chung cư,2,Chưa xác định,3.7,54.0,68.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125234841.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.5,157.0,35.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126204339.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.5,234.0,32.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126204338.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.0,200.0,40.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126204337.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",4,Chưa xác định,8.85,174.0,51.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125685268.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.6,184.0,41.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125684717.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.9,179.0,39.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125337380.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.6,169.0,39.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126204305.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.7,163.0,35.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126204297.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.1,146.0,35.0,Hoài Đức,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/126204252.htm,Đất thổ cư,0,Chưa xác định,2.2,28.0,80.0,Sóc Sơn,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125313017.htm,"Nhà ngõ, hẻm",10,Đông Nam,25.0,231.0,108.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126204245.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.3,166.0,32.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126204212.htm,"Nhà ngõ, hẻm",5,Chưa xác định,8.7,235.0,37.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126204205.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.4,200.0,37.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126204166.htm,Chung cư,3,Chưa xác định,5.5,61.0,90.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126204154.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.0,200.0,35.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126204112.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,6.85,156.0,44.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/126204084.htm,Chung cư,2,Chưa xác định,6.7,153.0,44.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126204073.htm,"Nhà mặt phố, mặt tiền",8,Chưa xác định,29.0,290.0,100.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/126204063.htm,Đất thổ cư,0,Chưa xác định,15.0,138.0,109.0,Đông Anh,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/126181783.htm#px=SR-special_display_ad-[PO-1][PL-default],Đất thổ cư,0,Chưa xác định,7.4,76.0,98.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125848036.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.35,151.0,42.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/122817798.htm,"Nhà ngõ, hẻm",3,Chưa xác định,7.6,190.0,40.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/122383824.htm,"Nhà ngõ, hẻm",5,Chưa xác định,9.5,211.0,45.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/125830226.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.4,142.0,45.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/124160303.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.38,120.0,45.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/122400466.htm,"Nhà ngõ, hẻm",2,Chưa xác định,5.7,158.0,36.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/123915109.htm,Đất thổ cư,0,Chưa xác định,6.25,108.0,58.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126204015.htm,Chung cư,2,Đông Bắc,4.15,65.0,64.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126203998.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.6,190.0,40.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126203984.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.2,173.0,30.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126203970.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.35,178.0,30.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126203817.htm,"Nhà ngõ, hẻm",8,Chưa xác định,9.9,220.0,45.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126203814.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.68,160.0,48.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125508034.htm,"Nhà ngõ, hẻm",4,Đông Nam,13.0,325.0,40.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/126203691.htm,"Căn hộ dịch vụ, mini",3,Tây Bắc,11.3,214.0,53.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/126203670.htm,"Nhà ngõ, hẻm",4,Chưa xác định,3.05,92.0,33.0,Chương Mỹ,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126203614.htm,"Nhà mặt phố, mặt tiền",6,Chưa xác định,14.0,250.0,56.0,Tây Hồ,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/125338332.htm,Chung cư,2,Chưa xác định,0.9,13.0,70.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126203567.htm,"Nhà ngõ, hẻm",3,Chưa xác định,9.2,279.0,33.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125834026.htm,Chung cư,3,Chưa xác định,1.111,12.0,91.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126203521.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.7,229.0,38.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126203495.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,5.85,82.0,71.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126203424.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,11.3,305.0,37.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126181175.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Tây Bắc,9.4,261.0,36.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126203332.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.5,315.0,27.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/126203302.htm,Đất thổ cư,0,Chưa xác định,6.6,90.0,73.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126203266.htm,"Nhà mặt phố, mặt tiền",2,Chưa xác định,6.8,151.0,45.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/126203263.htm,Chung cư,1,Chưa xác định,3.28,76.0,43.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126203230.htm,"Nhà ngõ, hẻm",5,Chưa xác định,7.9,198.0,40.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126203213.htm,"Nhà mặt phố, mặt tiền",7,Chưa xác định,7.0,175.0,40.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126203139.htm,"Nhà ngõ, hẻm",10,Chưa xác định,8.6,191.0,45.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126203114.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.0,189.0,37.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126203081.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.1,193.0,42.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126141054.htm,"Nhà mặt phố, mặt tiền",3,Tây,10.95,274.0,40.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/125671989.htm,"Tập thể, cư xá",2,Chưa xác định,3.25,65.0,50.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126203010.htm,"Nhà ngõ, hẻm",10,Chưa xác định,10.2,157.0,65.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125648866.htm,"Nhà ngõ, hẻm",3,Chưa xác định,8.9,297.0,30.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/126202988.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,6.0,115.0,52.0,Thanh Trì,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126202973.htm,"Nhà mặt phố, mặt tiền",5,Tây Bắc,23.0,383.0,60.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126202959.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,7.05,252.0,28.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126202956.htm,"Nhà ngõ, hẻm",5,Chưa xác định,11.5,274.0,42.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126202918.htm,"Nhà ngõ, hẻm",6,Chưa xác định,20.5,168.0,122.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126202892.htm,"Nhà mặt phố, mặt tiền",6,Chưa xác định,9.0,200.0,45.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/126202886.htm,"Căn hộ dịch vụ, mini",3,Đông Nam,18.5,529.0,35.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202849.htm,"Nhà ngõ, hẻm",4,Chưa xác định,9.2,249.0,37.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126202817.htm,"Nhà ngõ, hẻm",4,Chưa xác định,11.2,204.0,55.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126202755.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,25.0,417.0,60.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/125558028.htm,Đất thổ cư,0,Chưa xác định,5.9,148.0,40.0,Bắc Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/123905042.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.8,173.0,45.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124543563.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.75,168.0,52.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/122891600.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.95,183.0,38.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/123912274.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.05,175.0,46.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/123781417.htm,"Nhà ngõ, hẻm",3,Chưa xác định,6.4,183.0,35.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/123874353.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.35,160.0,46.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126202705.htm,"Nhà ngõ, hẻm",6,Chưa xác định,10.2,123.0,83.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/126202660.htm,Đất thổ cư,0,Chưa xác định,13.45,336.0,40.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202657.htm,"Nhà ngõ, hẻm",4,Chưa xác định,7.95,241.0,33.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126202627.htm,"Nhà ngõ, hẻm",4,Chưa xác định,13.5,300.0,45.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202626.htm,"Nhà ngõ, hẻm",4,Chưa xác định,3.95,232.0,17.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126202606.htm,"Nhà ngõ, hẻm",5,Chưa xác định,14.5,290.0,50.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202591.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.5,250.0,34.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126202538.htm,"Nhà ngõ, hẻm",4,Chưa xác định,10.5,175.0,60.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202518.htm,"Nhà ngõ, hẻm",4,Chưa xác định,8.0,229.0,35.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/126202467.htm,"Tập thể, cư xá",4,Chưa xác định,3.75,44.0,85.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126134238.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà mặt phố, mặt tiền",3,Chưa xác định,9.8,233.0,42.0,Long Biên,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125705106.htm,"Nhà ngõ, hẻm",3,Chưa xác định,2.2,48.0,46.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126202388.htm,"Nhà ngõ, hẻm",10,Chưa xác định,12.8,320.0,40.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202233.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.3,151.0,35.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/125159318.htm,"Tập thể, cư xá",2,Chưa xác định,3.98,59.0,68.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202218.htm,"Nhà ngõ, hẻm",2,Chưa xác định,2.96,59.0,50.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126202206.htm,"Nhà ngõ, hẻm",6,Chưa xác định,7.25,201.0,36.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/125261141.htm,Nhà phố liền kề,4,Chưa xác định,34.2,342.0,100.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202169.htm,"Nhà ngõ, hẻm",3,Chưa xác định,13.5,329.0,41.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126202168.htm,"Nhà ngõ, hẻm",5,Chưa xác định,8.0,200.0,40.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126202091.htm,"Nhà ngõ, hẻm",4,Chưa xác định,6.5,224.0,29.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126201931.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,8.31,219.0,38.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126201994.htm,"Nhà ngõ, hẻm",7,Chưa xác định,9.6,150.0,64.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126201976.htm,"Nhà ngõ, hẻm",3,Chưa xác định,5.35,206.0,26.0,Hai Bà Trưng,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126201946.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,6.55,187.0,35.0,Nam Từ Liêm,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/124436237.htm,"Nhà mặt phố, mặt tiền",4,Chưa xác định,10.95,261.0,42.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/121007105.htm,"Nhà ngõ, hẻm",3,Chưa xác định,11.2,280.0,40.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/122078942.htm,"Nhà ngõ, hẻm",3,Chưa xác định,12.0,240.0,50.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/123021062.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,15.0,375.0,40.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126201851.htm,"Nhà ngõ, hẻm",8,Chưa xác định,10.0,250.0,40.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125437800.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",8,Chưa xác định,9.81,218.0,45.0,Ba Đình,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126201715.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",3,Chưa xác định,4.68,334.0,14.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125461833.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",6,Chưa xác định,21.5,391.0,55.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/126201708.htm#px=SR-special_display_ad-[PO-1][PL-default],"Tập thể, cư xá",2,Chưa xác định,3.0,46.0,65.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125434581.htm#px=SR-special_display_ad-[PO-1][PL-default],"Nhà ngõ, hẻm",9,Chưa xác định,9.5,173.0,55.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126201645.htm,"Nhà ngõ, hẻm",3,Chưa xác định,9.2,263.0,35.0,Đống Đa,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126201567.htm,"Nhà mặt phố, mặt tiền",3,Chưa xác định,7.45,166.0,45.0,Hà Đông,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126201491.htm,"Nhà ngõ, hẻm",8,Chưa xác định,16.0,229.0,70.0,Cầu Giấy,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/126201415.htm,"Căn hộ dịch vụ, mini",1,Chưa xác định,1.3,37.0,35.0,Thanh Xuân,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126201333.htm,"Nhà ngõ, hẻm",5,Chưa xác định,5.9,174.0,34.0,Hoàng Mai,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/125984274.htm,Đất thổ cư,0,Chưa xác định,4.15,50.0,83.0,Đông Anh,2025-07-14
