url,property_type,total_price,price_per_m2,area,location,date
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125882712.htm,"10 PN • Nhà ngõ, hẻm","13,5 tỷ",211 tr/m²,64 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/123776961.htm,6 PN • Nhà phố liền kề,"24,5 tỷ",245 tr/m²,100 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125826147.htm,"3 PN • Nhà ngõ, hẻm","8,7 tỷ",272 tr/m²,32 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126224247.htm,"nhiều hơn 10 PN • Nhà ngõ, hẻm","15,8 tỷ",322 tr/m²,49 m²,Quận Thanh Xuân • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/122727194.htm,4 PN • Nhà biệt thự,25 tỷ,208 tr/m²,120 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/122747172.htm,4 PN • Nhà phố liền kề,"14,5 tỷ",290 tr/m²,50 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/124467433.htm,Đất thổ cư • Ngang 5.1 m,"8,4 tỷ",92 tr/m²,91 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125804951.htm,"1 PN • Hướng Đông • Nhà ngõ, hẻm","6,2 tỷ",200 tr/m²,31 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/124742675.htm,Đất thổ cư • Ngang 6.8 m,"9,5 tỷ",106 tr/m²,90 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/122174445.htm,Đất thổ cư • Ngang 4.5 m,"8,15 tỷ",134 tr/m²,61 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/124245763.htm,Đất thổ cư • Ngang 9.3 m,"30,8 tỷ",208 tr/m²,148 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/124290551.htm,Đất thổ cư • Ngang 4 m,"12,4 tỷ",248 tr/m²,50 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/123201143.htm,4 PN • Nhà biệt thự,"19,7 tỷ",226 tr/m²,87 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120668179.htm,Đất thổ cư • Ngang 6.7 m,"10,9 tỷ",218 tr/m²,50 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125795158.htm,"10 PN • Nhà mặt phố, mặt tiền","14,8 tỷ",269 tr/m²,55 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/124737252.htm,"5 PN • Nhà ngõ, hẻm","6,25 tỷ",149 tr/m²,42 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/123197478.htm,"4 PN • Nhà ngõ, hẻm","11,9 tỷ",198 tr/m²,60 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/124279443.htm,Đất thổ cư • Ngang 5.19 m,"7,85 tỷ",154 tr/m²,51 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/123972949.htm,"2 PN • Nhà ngõ, hẻm",11 tỷ,234 tr/m²,47 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/124290631.htm,"3 PN • Nhà ngõ, hẻm","6,9 tỷ",216 tr/m²,32 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125282726.htm,"3 PN • Nhà ngõ, hẻm","6,45 tỷ",215 tr/m²,30 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120577202.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","4,6 tỷ",131 tr/m²,35 m²,Quận Nam Từ Liêm • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126224087.htm,"3 PN • Nhà ngõ, hẻm","6,95 tỷ",174 tr/m²,40 m²,Quận Tây Hồ • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/126224043.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà mặt phố, mặt tiền","12,5 tỷ",109 tr/m²,115 m²,Huyện Gia Lâm • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/126223980.htm,5 PN • Nhà phố liền kề,"6,45 tỷ",96 tr/m²,67 m²,Huyện Đông Anh • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/126223843.htm,"4 PN • Nhà mặt phố, mặt tiền",27 tỷ,245 tr/m²,110 m²,Quận Tây Hồ • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126223779.htm,"6 PN • Nhà ngõ, hẻm","8,6 tỷ",191 tr/m²,45 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126223772.htm,"3 PN • Hướng Đông Bắc • Nhà ngõ, hẻm","7,25 tỷ",242 tr/m²,30 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/126223724.htm,"4 PN • Nhà ngõ, hẻm","13,5 tỷ",135 tr/m²,100 m²,Quận Ba Đình • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126108740.htm,"6 PN • Nhà mặt phố, mặt tiền","15,8 tỷ",298 tr/m²,53 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/125917041.htm,"3 PN • Nhà mặt phố, mặt tiền","5,3 tỷ",133 tr/m²,40 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126223556.htm,"3 PN • Nhà ngõ, hẻm","7,9 tỷ",226 tr/m²,35 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125221049.htm,"3 PN • Nhà ngõ, hẻm","6,9 tỷ",216 tr/m²,32 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125694872.htm,"3 PN • Nhà ngõ, hẻm",6 tỷ,188 tr/m²,32 m²,Quận Cầu Giấy • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/125536418.htm,"4 PN • Nhà ngõ, hẻm","7,9 tỷ",172 tr/m²,46 m²,Quận Cầu Giấy • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/123041195.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/124056562.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Thanh Xuân • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/123041256.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/124537183.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Nhà ngõ, hẻm","5,1 tỷ",159 tr/m²,32 m²,Quận Nam Từ Liêm • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/123880708.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Ba Đình • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/123369584.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/123880708.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Ba Đình • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/123369584.htm,2 PN • Chung cư,900 triệu,16 tr/m²,58 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/125688853.htm,2 PN • Chung cư,1 tỷ,17 tr/m²,58 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/125988435.htm,"4 PN • Nhà ngõ, hẻm","8,1 tỷ",203 tr/m²,40 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/125138614.htm,"4 PN • Nhà ngõ, hẻm","9,2 tỷ",200 tr/m²,46 m²,Quận Thanh Xuân • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/126223177.htm,"6 PN • Nhà mặt phố, mặt tiền",9 tỷ,243 tr/m²,37 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/126223025.htm,Đất thổ cư • Ngang 6 m,"18,86 tỷ",205 tr/m²,92 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/126223008.htm,"3 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền","5,85 tỷ",146 tr/m²,40 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/125490618.htm,Đất thổ cư • Ngang 5 m,"1,8 tỷ",28 tr/m²,65 m²,Huyện Thạch Thất • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/126222982.htm,"3 PN • Nhà ngõ, hẻm","4,5 tỷ",136 tr/m²,33 m²,Huyện Hoài Đức • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/126222001.htm,Đất thổ cư • Ngang 5.1 m,"4,8 tỷ",67 tr/m²,72 m²,Quận Nam Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126222610.htm,"10 PN • Nhà ngõ, hẻm","13,5 tỷ",270 tr/m²,50 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/126222588.htm,2 PN • Chung cư,"5,7 tỷ",63 tr/m²,90 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/124970526.htm#px=SR-special_display_ad-[PO-1][PL-default],2 PN • Chung cư,"4,39 tỷ",55 tr/m²,80 m²,Quận Tây Hồ • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/125799602.htm,"4 PN • Nhà ngõ, hẻm","22,6 tỷ",219 tr/m²,103 m²,Quận Hai Bà Trưng • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120672265.htm,"3 PN • Nhà ngõ, hẻm","6,1 tỷ",117 tr/m²,52 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125964977.htm,"4 PN • Nhà ngõ, hẻm","10,5 tỷ",175 tr/m²,60 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/126222372.htm,"nhiều hơn 10 PN • Nhà ngõ, hẻm","15,8 tỷ",307 tr/m²,52 m²,Quận Bắc Từ Liêm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126003458.htm,"4 PN • Nhà ngõ, hẻm","15,3 tỷ",340 tr/m²,45 m²,Quận Cầu Giấy • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/125962587.htm,"4 PN • Nhà ngõ, hẻm","6,25 tỷ",156 tr/m²,40 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126222336.htm,"1 PN • Nhà ngõ, hẻm","14,3 tỷ",128 tr/m²,112 m²,Quận Hai Bà Trưng • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-quoc-oai-ha-noi/126222271.htm#px=SR-special_display_ad-[PO-1][PL-default],"3 PN • Hướng Đông • Nhà mặt phố, mặt tiền","4,3 tỷ",68 tr/m²,63 m²,Huyện Quốc Oai • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126222161.htm,"3 PN • Nhà ngõ, hẻm","6,5 tỷ",130 tr/m²,50 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126222103.htm,"3 PN • Nhà ngõ, hẻm","2,98 tỷ",56 tr/m²,53 m²,Quận Thanh Xuân • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/123555054.htm,"3 PN • Hướng Đông Nam • Nhà ngõ, hẻm","4,8 tỷ",137 tr/m²,35 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126221827.htm,"4 PN • Nhà ngõ, hẻm","7,85 tỷ",174 tr/m²,45 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126221701.htm,"3 PN • Nhà ngõ, hẻm",7 tỷ,184 tr/m²,38 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/125821631.htm,"4 PN • Nhà ngõ, hẻm","20,9 tỷ",275 tr/m²,76 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-huyen-quoc-oai-ha-noi/126221651.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Hướng Tây Nam • Nhà ngõ, hẻm","3,89 tỷ",65 tr/m²,60 m²,Huyện Quốc Oai • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/126221648.htm,Đất thổ cư,"5,15 tỷ",136 tr/m²,38 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126221459.htm,"4 PN • Nhà ngõ, hẻm","8,1 tỷ",188 tr/m²,43 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/126221433.htm,Đất thổ cư • Ngang 5 m,"3,45 tỷ",69 tr/m²,50 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/126221429.htm,Đất thổ cư • Ngang 4.5 m,"6,999 tỷ",140 tr/m²,50 m²,Quận Long Biên • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221333.htm,3 PN • Chung cư,"6,3 tỷ",54 tr/m²,116 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/126221308.htm,Đất thổ cư • Ngang 4 m,4 tỷ,78 tr/m²,51 m²,Huyện Đông Anh • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/126221302.htm#px=SR-special_display_ad-[PO-1][PL-default],"2 PN • Tập thể, cư xá","2,95 tỷ",54 tr/m²,55 m²,Quận Đống Đa • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221301.htm,2 PN • Chung cư,"3,99 tỷ",53 tr/m²,75 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126221259.htm,"4 PN • Nhà ngõ, hẻm","7,9 tỷ",172 tr/m²,46 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126221232.htm,"3 PN • Nhà ngõ, hẻm","6,8 tỷ",227 tr/m²,30 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/126221195.htm#px=SR-special_display_ad-[PO-1][PL-default],"4 PN • Nhà ngõ, hẻm","8,5 tỷ",198 tr/m²,43 m²,Quận Cầu Giấy • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221190.htm,3 PN • Chung cư,"5,15 tỷ",54 tr/m²,95 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221148.htm,2 PN • Chung cư,"2,79 tỷ",46 tr/m²,61 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/126221132.htm,"2 PN • Tập thể, cư xá","2,68 tỷ",49 tr/m²,55 m²,Quận Hai Bà Trưng • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/126221129.htm,3 PN • Hướng Đông Bắc • Chung cư,"4,35 tỷ",56 tr/m²,78 m²,Huyện Gia Lâm • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/126221124.htm,"3 PN • Nhà ngõ, hẻm","3,1 tỷ",100 tr/m²,31 m²,Quận Thanh Xuân • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/126221109.htm,2 PN • Chung cư,"4,23 tỷ",64 tr/m²,66 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221098.htm,2 PN • Chung cư,"3,19 tỷ",47 tr/m²,68 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126221064.htm,2 PN • Chung cư,"4,45 tỷ",53 tr/m²,84 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124890787.htm,"4 PN • Nhà ngõ, hẻm","7,8 tỷ",200 tr/m²,39 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125018734.htm,"4 PN • Nhà ngõ, hẻm","7,3 tỷ",178 tr/m²,41 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125053114.htm,"5 PN • Nhà ngõ, hẻm","7,8 tỷ",166 tr/m²,47 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125543510.htm,"4 PN • Nhà ngõ, hẻm","6,75 tỷ",161 tr/m²,42 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125551083.htm,"4 PN • Nhà ngõ, hẻm","7,6 tỷ",190 tr/m²,40 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125575508.htm,"4 PN • Nhà ngõ, hẻm","8,4 tỷ",187 tr/m²,45 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125744983.htm,"4 PN • Nhà ngõ, hẻm","8,4 tỷ",179 tr/m²,47 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125780483.htm,"4 PN • Nhà ngõ, hẻm","7,45 tỷ",182 tr/m²,41 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125768123.htm,"4 PN • Nhà ngõ, hẻm","6,8 tỷ",179 tr/m²,38 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125573275.htm,"4 PN • Nhà ngõ, hẻm","6,8 tỷ",166 tr/m²,41 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125767588.htm,"4 PN • Nhà ngõ, hẻm","7,1 tỷ",173 tr/m²,41 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125813945.htm,"4 PN • Nhà ngõ, hẻm","7,95 tỷ",177 tr/m²,45 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125767791.htm,"5 PN • Nhà ngõ, hẻm","7,6 tỷ",173 tr/m²,44 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125778457.htm,"4 PN • Nhà ngõ, hẻm","8,85 tỷ",206 tr/m²,43 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125792893.htm,"4 PN • Nhà ngõ, hẻm","8,7 tỷ",185 tr/m²,47 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/124759210.htm,"3 PN • Nhà mặt phố, mặt tiền","7,39 tỷ",172 tr/m²,43 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125819830.htm,"4 PN • Nhà ngõ, hẻm","8,55 tỷ",178 tr/m²,48 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125826166.htm,"4 PN • Nhà ngõ, hẻm","8,76 tỷ",175 tr/m²,50 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/125829960.htm,"4 PN • Nhà ngõ, hẻm","8,35 tỷ",178 tr/m²,47 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/125885645.htm,Đất thổ cư,"4,55 tỷ",42 tr/m²,108 m²,Huyện Sóc Sơn • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/125862623.htm,Đất thổ cư,"8,7 tỷ",82 tr/m²,106 m²,Huyện Đông Anh • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/125836057.htm,Đất thổ cư • Ngang 4 m,"3,85 tỷ",68 tr/m²,56 m²,Huyện Đông Anh • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/125520222.htm#px=SR-special_display_ad-[PO-1][PL-default],"8 PN • Nhà ngõ, hẻm",31 tỷ,443 tr/m²,70 m²,Quận Ba Đình • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/126220940.htm,"4 PN • Nhà mặt phố, mặt tiền","8,2 tỷ",222 tr/m²,37 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/126220897.htm,"4 PN • Nhà ngõ, hẻm",9 tỷ,180 tr/m²,50 m²,Quận Đống Đa • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/126220875.htm#px=SR-special_display_ad-[PO-1][PL-default],3 PN • Chung cư,"8,7 tỷ",70 tr/m²,125 m²,Quận Tây Hồ • 6 ngày trước • Tin nổi bật,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/126220856.htm,"4 PN • Nhà ngõ, hẻm","6,8 tỷ",162 tr/m²,42 m²,Quận Hoàng Mai • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/126220830.htm,2 PN • Chung cư,"3,3 tỷ",58 tr/m²,57 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/126220740.htm,"4 PN • Nhà ngõ, hẻm","6,35 tỷ",159 tr/m²,40 m²,Quận Hai Bà Trưng • 6 ngày trước,2025-07-14
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/126220607.htm,Đất nền dự án • Ngang 4 m,7 tỷ,140 tr/m²,50 m²,Quận Hà Đông • 6 ngày trước,2025-07-14
